LocalDate,CloudCover,,,,,,,,,,,,,,
5/10/2018,1/2 of sky,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/9/2018,1/4 of sky,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/11/2018,clear,,,,,,,,,,,,,,
5/11/2018,clear,,,,,,,,,,,,,,
5/11/2018,clear,,,,,,,,,,,,,,
5/11/2018,clear,,,,,,,,,,,,,,
5/8/2018,clear,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
5/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/10/2018,1/2 of sky,,,,,,,,,,,,,,
5/11/2018,1/4 of sky,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,1/4 of sky,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/8/2018,clear,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/14/2018,1/4 of sky,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,1/4 of sky,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,1/4 of sky,,,,,,,,,,,,,,
5/14/2018,1/2 of sky,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,1/4 of sky,,,,,,,,,,,,,,
5/13/2018,1/4 of sky,,,,,,,,,,,,,,
5/14/2018,1/2 of sky,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/13/2018,clear,,,,,,,,,,,,,,
5/14/2018,1/4 of sky,,,,,,,,,,,,,,
5/14/2018,1/4 of sky,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,1/4 of sky,,,,,,,,,,,,,,
5/14/2018,1/4 of sky,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/12/2018,clear,,,,,,,,,,,,,,
5/12/2018,clear,,,,,,,,,,,,,,
5/13/2018,clear,,,,,,,,,,,,,,
5/13/2018,clear,,,,,,,,,,,,,,
5/11/2018,clear,,,,,,,,,,,,,,
5/11/2018,clear,,,,,,,,,,,,,,
5/8/2018,clear,,,,,,,,,,,,,,
5/8/2018,clear,,,,,,,,,,,,,,
5/8/2018,clear,,,,,,,,,,,,,,
5/8/2018,clear,,,,,,,,,,,,,,
5/8/2018,clear,,,,,,,,,,,,,,
5/3/2018,1/2 of sky,,,,,,,,,,,,,,
5/5/2018,1/4 of sky,,,,,,,,,,,,,,
5/14/2018,1/2 of sky,,,,,,,,,,,,,,
5/14/2018,1/4 of sky,,,,,,,,,,,,,,
5/8/2018,clear,,,,,,,,,,,,,,
5/7/2018,clear,,,,,,,,,,,,,,
5/15/2018,1/2 of sky,,,,,,,,,,,,,,
5/15/2018,1/2 of sky,,,,,,,,,,,,,,
5/14/2018,1/2 of sky,,,,,,,,,,,,,,
5/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/14/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/15/2018,1/4 of sky,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/15/2018,clear,,,,,,,,,,,,,,
5/15/2018,1/4 of sky,,,,,,,,,,,,,,
5/15/2018,clear,,,,,,,,,,,,,,
5/16/2018,clear,,,,,,,,,,,,,,
5/15/2018,clear,,,,,,,,,,,,,,
5/15/2018,clear,,,,,,,,,,,,,,
5/15/2018,clear,,,,,,,,,,,,,,
5/15/2018,clear,,,,,,,,,,,,,,
5/15/2018,clear,,,,,,,,,,,,,,
5/15/2018,clear,,,,,,,,,,,,,,
5/15/2018,clear,,,,,,,,,,,,,,
5/15/2018,clear,,,,,,,,,,,,,,
5/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/15/2018,clear,,,,,,,,,,,,,,
5/15/2018,clear,,,,,,,,,,,,,,
5/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/13/2018,clear,,,,,,,,,,,,,,
5/15/2018,clear,,,,,,,,,,,,,,
5/14/2018,1/4 of sky,,,,,,,,,,,,,,
5/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
3/30/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/2/2018,clear,,,,,,,,,,,,,,
4/4/2018,1/2 of sky,,,,,,,,,,,,,,
5/14/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/16/2018,1/4 of sky,,,,,,,,,,,,,,
4/20/2018,1/2 of sky,,,,,,,,,,,,,,
4/22/2018,1/4 of sky,,,,,,,,,,,,,,
4/25/2018,clear,,,,,,,,,,,,,,
4/27/2018,1/4 of sky,,,,,,,,,,,,,,
4/27/2018,1/4 of sky,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
3/16/2018,clear,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
3/16/2018,clear,,,,,,,,,,,,,,
3/16/2018,clear,,,,,,,,,,,,,,
3/16/2018,clear,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/13/2018,clear,,,,,,,,,,,,,,
5/14/2018,1/4 of sky,,,,,,,,,,,,,,
5/15/2018,1/2 of sky,,,,,,,,,,,,,,
5/16/2018,clear,,,,,,,,,,,,,,
5/16/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/16/2018,clear,,,,,,,,,,,,,,
5/16/2018,1/4 of sky,,,,,,,,,,,,,,
5/16/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/16/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/16/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/16/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/16/2018,clear,,,,,,,,,,,,,,
5/16/2018,clear,,,,,,,,,,,,,,
5/16/2018,clear,,,,,,,,,,,,,,
5/16/2018,clear,,,,,,,,,,,,,,
5/16/2018,clear,,,,,,,,,,,,,,
5/16/2018,clear,,,,,,,,,,,,,,
5/16/2018,clear,,,,,,,,,,,,,,
5/16/2018,clear,,,,,,,,,,,,,,
4/29/2018,1/4 of sky,,,,,,,,,,,,,,
4/30/2018,clear,,,,,,,,,,,,,,
5/17/2018,clear,,,,,,,,,,,,,,
5/16/2018,clear,,,,,,,,,,,,,,
5/17/2018,1/2 of sky,,,,,,,,,,,,,,
5/17/2018,1/4 of sky,,,,,,,,,,,,,,
5/16/2018,clear,,,,,,,,,,,,,,
5/17/2018,clear,,,,,,,,,,,,,,
5/17/2018,1/4 of sky,,,,,,,,,,,,,,
5/17/2018,clear,,,,,,,,,,,,,,
5/17/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/17/2018,1/4 of sky,,,,,,,,,,,,,,
5/18/2018,1/2 of sky,,,,,,,,,,,,,,
5/18/2018,clear,,,,,,,,,,,,,,
5/18/2018,clear,,,,,,,,,,,,,,
5/18/2018,clear,,,,,,,,,,,,,,
5/19/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/17/2018,clear,,,,,,,,,,,,,,
5/19/2018,clear,,,,,,,,,,,,,,
5/18/2018,1/4 of sky,,,,,,,,,,,,,,
5/18/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/18/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/18/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/18/2018,1/2 of sky,,,,,,,,,,,,,,
5/18/2018,1/2 of sky,,,,,,,,,,,,,,
5/18/2018,1/4 of sky,,,,,,,,,,,,,,
5/18/2018,1/2 of sky,,,,,,,,,,,,,,
5/18/2018,clear,,,,,,,,,,,,,,
5/19/2018,1/2 of sky,,,,,,,,,,,,,,
5/19/2018,1/2 of sky,,,,,,,,,,,,,,
5/19/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/19/2018,1/2 of sky,,,,,,,,,,,,,,
5/19/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/19/2018,1/4 of sky,,,,,,,,,,,,,,
5/20/2018,clear,,,,,,,,,,,,,,
5/20/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/17/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/19/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/20/2018,clear,,,,,,,,,,,,,,
5/19/2018,1/4 of sky,,,,,,,,,,,,,,
5/19/2018,1/4 of sky,,,,,,,,,,,,,,
5/19/2018,1/4 of sky,,,,,,,,,,,,,,
5/19/2018,1/4 of sky,,,,,,,,,,,,,,
5/20/2018,1/4 of sky,,,,,,,,,,,,,,
5/19/2018,1/4 of sky,,,,,,,,,,,,,,
5/20/2018,1/4 of sky,,,,,,,,,,,,,,
5/20/2018,1/4 of sky,,,,,,,,,,,,,,
5/20/2018,over 1/2 of sky,,,,,,,,,,,,,,
6/20/2018,clear,,,,,,,,,,,,,,
5/13/2018,clear,,,,,,,,,,,,,,
5/13/2018,clear,,,,,,,,,,,,,,
5/14/2018,1/4 of sky,,,,,,,,,,,,,,
5/20/2018,1/4 of sky,,,,,,,,,,,,,,
5/20/2018,1/4 of sky,,,,,,,,,,,,,,
5/15/2018,1/2 of sky,,,,,,,,,,,,,,
5/16/2018,clear,,,,,,,,,,,,,,
5/17/2018,clear,,,,,,,,,,,,,,
5/18/2018,1/2 of sky,,,,,,,,,,,,,,
5/19/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/20/2018,1/4 of sky,,,,,,,,,,,,,,
5/19/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/20/2018,1/2 of sky,,,,,,,,,,,,,,
5/20/2018,1/2 of sky,,,,,,,,,,,,,,
5/21/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/21/2018,1/2 of sky,,,,,,,,,,,,,,
5/21/2018,clear,,,,,,,,,,,,,,
5/21/2018,clear,,,,,,,,,,,,,,
5/21/2018,1/4 of sky,,,,,,,,,,,,,,
5/21/2018,clear,,,,,,,,,,,,,,
5/21/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/19/2018,over 1/2 of sky,,,,,,,,,,,,,,
12/22/2018,1/4 of sky,,,,,,,,,,,,,,
5/12/2018,clear,,,,,,,,,,,,,,
5/17/2018,clear,,,,,,,,,,,,,,
5/20/2018,1/4 of sky,,,,,,,,,,,,,,
5/22/2018,1/4 of sky,,,,,,,,,,,,,,
5/22/2018,clear,,,,,,,,,,,,,,
5/22/2018,clear,,,,,,,,,,,,,,
5/23/2018,1/4 of sky,,,,,,,,,,,,,,
5/22/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/22/2018,clear,,,,,,,,,,,,,,
5/22/2018,clear,,,,,,,,,,,,,,
5/22/2018,1/2 of sky,,,,,,,,,,,,,,
5/22/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/10/2018,1/4 of sky,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/10/2018,1/2 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
5/10/2018,1/4 of sky,,,,,,,,,,,,,,
5/10/2018,1/2 of sky,,,,,,,,,,,,,,
5/10/2018,1/4 of sky,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/10/2018,1/4 of sky,,,,,,,,,,,,,,
5/10/2018,1/2 of sky,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
4/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/23/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/23/2018,1/4 of sky,,,,,,,,,,,,,,
5/24/2018,clear,,,,,,,,,,,,,,
5/24/2018,1/4 of sky,,,,,,,,,,,,,,
5/23/2018,clear,,,,,,,,,,,,,,
5/21/2018,1/4 of sky,,,,,,,,,,,,,,
5/23/2018,clear,,,,,,,,,,,,,,
5/23/2018,clear,,,,,,,,,,,,,,
5/23/2018,clear,,,,,,,,,,,,,,
5/22/2018,1/4 of sky,,,,,,,,,,,,,,
5/22/2018,1/4 of sky,,,,,,,,,,,,,,
5/22/2018,1/4 of sky,,,,,,,,,,,,,,
5/22/2018,clear,,,,,,,,,,,,,,
5/22/2018,clear,,,,,,,,,,,,,,
5/22/2018,clear,,,,,,,,,,,,,,
5/22/2018,clear,,,,,,,,,,,,,,
5/22/2018,clear,,,,,,,,,,,,,,
5/22/2018,clear,,,,,,,,,,,,,,
5/23/2018,clear,,,,,,,,,,,,,,
5/24/2018,1/4 of sky,,,,,,,,,,,,,,
5/24/2018,1/4 of sky,,,,,,,,,,,,,,
5/24/2018,clear,,,,,,,,,,,,,,
5/24/2018,1/4 of sky,,,,,,,,,,,,,,
5/23/2018,1/4 of sky,,,,,,,,,,,,,,
5/23/2018,1/2 of sky,,,,,,,,,,,,,,
5/24/2018,clear,,,,,,,,,,,,,,
5/24/2018,clear,,,,,,,,,,,,,,
5/24/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/24/2018,clear,,,,,,,,,,,,,,
5/24/2018,clear,,,,,,,,,,,,,,
5/25/2018,1/4 of sky,,,,,,,,,,,,,,
5/24/2018,clear,,,,,,,,,,,,,,
5/24/2018,clear,,,,,,,,,,,,,,
5/25/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/23/2018,clear,,,,,,,,,,,,,,
5/24/2018,clear,,,,,,,,,,,,,,
5/24/2018,clear,,,,,,,,,,,,,,
5/24/2018,clear,,,,,,,,,,,,,,
5/23/2018,clear,,,,,,,,,,,,,,
5/24/2018,clear,,,,,,,,,,,,,,
5/24/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/24/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/26/2018,clear,,,,,,,,,,,,,,
5/26/2018,clear,,,,,,,,,,,,,,
5/23/2018,1/2 of sky,,,,,,,,,,,,,,
5/25/2018,clear,,,,,,,,,,,,,,
5/26/2018,clear,,,,,,,,,,,,,,
5/26/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/25/2018,clear,,,,,,,,,,,,,,
5/25/2018,1/4 of sky,,,,,,,,,,,,,,
5/24/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/25/2018,1/2 of sky,,,,,,,,,,,,,,
5/25/2018,1/2 of sky,,,,,,,,,,,,,,
5/25/2018,1/4 of sky,,,,,,,,,,,,,,
5/25/2018,1/4 of sky,,,,,,,,,,,,,,
5/25/2018,1/2 of sky,,,,,,,,,,,,,,
5/25/2018,1/2 of sky,,,,,,,,,,,,,,
5/26/2018,1/2 of sky,,,,,,,,,,,,,,
5/26/2018,1/2 of sky,,,,,,,,,,,,,,
5/26/2018,1/2 of sky,,,,,,,,,,,,,,
5/25/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/26/2018,1/4 of sky,,,,,,,,,,,,,,
5/24/2018,1/2 of sky,,,,,,,,,,,,,,
5/25/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/27/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/27/2018,1/4 of sky,,,,,,,,,,,,,,
5/25/2018,clear,,,,,,,,,,,,,,
5/27/2018,1/2 of sky,,,,,,,,,,,,,,
5/26/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/26/2018,clear,,,,,,,,,,,,,,
5/27/2018,1/2 of sky,,,,,,,,,,,,,,
5/27/2018,1/2 of sky,,,,,,,,,,,,,,
5/27/2018,1/2 of sky,,,,,,,,,,,,,,
5/28/2018,1/4 of sky,,,,,,,,,,,,,,
5/27/2018,1/2 of sky,,,,,,,,,,,,,,
5/27/2018,clear,,,,,,,,,,,,,,
5/28/2018,clear,,,,,,,,,,,,,,
5/27/2018,1/2 of sky,,,,,,,,,,,,,,
5/28/2018,1/4 of sky,,,,,,,,,,,,,,
5/28/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/29/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/10/2018,clear,,,,,,,,,,,,,,
5/28/2018,1/4 of sky,,,,,,,,,,,,,,
5/29/2018,1/4 of sky,,,,,,,,,,,,,,
5/29/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/30/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/29/2018,1/4 of sky,,,,,,,,,,,,,,
5/29/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/29/2018,clear,,,,,,,,,,,,,,
5/28/2018,1/4 of sky,,,,,,,,,,,,,,
5/27/2018,clear,,,,,,,,,,,,,,
5/26/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/25/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/29/2018,clear,,,,,,,,,,,,,,
5/15/2018,1/4 of sky,,,,,,,,,,,,,,
5/14/2018,clear,,,,,,,,,,,,,,
5/27/2018,clear,,,,,,,,,,,,,,
5/25/2018,1/2 of sky,,,,,,,,,,,,,,
5/29/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/29/2018,1/2 of sky,,,,,,,,,,,,,,
5/26/2018,1/4 of sky,,,,,,,,,,,,,,
5/27/2018,clear,,,,,,,,,,,,,,
5/28/2018,clear,,,,,,,,,,,,,,
5/29/2018,1/4 of sky,,,,,,,,,,,,,,
5/30/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/29/2018,1/4 of sky,,,,,,,,,,,,,,
5/30/2018,1/2 of sky,,,,,,,,,,,,,,
5/30/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/30/2018,clear,,,,,,,,,,,,,,
5/30/2018,1/2 of sky,,,,,,,,,,,,,,
5/30/2018,1/2 of sky,,,,,,,,,,,,,,
5/30/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/30/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/31/2018,1/4 of sky,,,,,,,,,,,,,,
5/31/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/31/2018,clear,,,,,,,,,,,,,,
5/31/2018,clear,,,,,,,,,,,,,,
5/31/2018,clear,,,,,,,,,,,,,,
6/1/2018,clear,,,,,,,,,,,,,,
5/31/2018,1/4 of sky,,,,,,,,,,,,,,
6/1/2018,1/4 of sky,,,,,,,,,,,,,,
6/2/2018,1/4 of sky,,,,,,,,,,,,,,
6/2/2018,over 1/2 of sky,,,,,,,,,,,,,,
6/1/2018,clear,,,,,,,,,,,,,,
6/1/2018,clear,,,,,,,,,,,,,,
6/1/2018,clear,,,,,,,,,,,,,,
6/2/2018,1/4 of sky,,,,,,,,,,,,,,
6/1/2018,1/4 of sky,,,,,,,,,,,,,,
6/3/2018,clear,,,,,,,,,,,,,,
6/3/2018,clear,,,,,,,,,,,,,,
6/2/2018,over 1/2 of sky,,,,,,,,,,,,,,
6/2/2018,clear,,,,,,,,,,,,,,
6/2/2018,over 1/2 of sky,,,,,,,,,,,,,,
6/2/2018,clear,,,,,,,,,,,,,,
6/3/2018,1/4 of sky,,,,,,,,,,,,,,
6/2/2018,clear,,,,,,,,,,,,,,
6/2/2018,clear,,,,,,,,,,,,,,
6/2/2018,clear,,,,,,,,,,,,,,
6/2/2018,over 1/2 of sky,,,,,,,,,,,,,,
6/1/2018,clear,,,,,,,,,,,,,,
6/3/2018,clear,,,,,,,,,,,,,,
6/2/2018,clear,,,,,,,,,,,,,,
6/3/2018,clear,,,,,,,,,,,,,,
6/3/2018,1/4 of sky,,,,,,,,,,,,,,
6/3/2018,clear,,,,,,,,,,,,,,
6/3/2018,clear,,,,,,,,,,,,,,
6/3/2018,1/2 of sky,,,,,,,,,,,,,,
5/20/2018,1/4 of sky,,,,,,,,,,,,,,
6/3/2018,over 1/2 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/3/2018,clear,,,,,,,,,,,,,,
6/3/2018,clear,,,,,,,,,,,,,,
6/3/2018,clear,,,,,,,,,,,,,,
6/3/2018,clear,,,,,,,,,,,,,,
6/2/2018,clear,,,,,,,,,,,,,,
6/3/2018,clear,,,,,,,,,,,,,,
5/23/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/23/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/24/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/30/2018,clear,,,,,,,,,,,,,,
5/30/2018,clear,,,,,,,,,,,,,,
5/25/2018,1/2 of sky,,,,,,,,,,,,,,
5/31/2018,clear,,,,,,,,,,,,,,
5/25/2018,clear,,,,,,,,,,,,,,
5/27/2018,clear,,,,,,,,,,,,,,
6/1/2018,clear,,,,,,,,,,,,,,
5/7/2018,1/4 of sky,,,,,,,,,,,,,,
6/2/2018,clear,,,,,,,,,,,,,,
5/29/2018,1/4 of sky,,,,,,,,,,,,,,
5/30/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/31/2018,clear,,,,,,,,,,,,,,
6/3/2018,clear,,,,,,,,,,,,,,
6/2/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/5/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/2 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/2 of sky,,,,,,,,,,,,,,
6/4/2018,over 1/2 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/5/2018,over 1/2 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,over 1/2 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,over 1/2 of sky,,,,,,,,,,,,,,
5/30/2018,clear,,,,,,,,,,,,,,
5/31/2018,1/4 of sky,,,,,,,,,,,,,,
6/1/2018,1/4 of sky,,,,,,,,,,,,,,
6/2/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/2 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,over 1/2 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,over 1/2 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/2 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
5/31/2018,clear,,,,,,,,,,,,,,
5/30/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
5/30/2018,clear,,,,,,,,,,,,,,
6/1/2018,clear,,,,,,,,,,,,,,
6/2/2018,clear,,,,,,,,,,,,,,
6/3/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/5/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/4/2018,1/4 of sky,,,,,,,,,,,,,,
6/4/2018,clear,,,,,,,,,,,,,,
6/5/2018,1/4 of sky,,,,,,,,,,,,,,
6/5/2018,1/4 of sky,,,,,,,,,,,,,,
6/5/2018,1/2 of sky,,,,,,,,,,,,,,
6/5/2018,over 1/2 of sky,,,,,,,,,,,,,,
6/5/2018,1/4 of sky,,,,,,,,,,,,,,
