LocalDate,CloudCover,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,1/4 of sky,,,,,,,,,,,,,,
1/11/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/14/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/15/2018,1/2 of sky,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/16/2018,1/4 of sky,,,,,,,,,,,,,,
1/14/2018,1/2 of sky,,,,,,,,,,,,,,
1/12/2018,1/2 of sky,,,,,,,,,,,,,,
1/14/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/12/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,1/2 of sky,,,,,,,,,,,,,,
1/14/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/16/2018,clear,,,,,,,,,,,,,,
1/14/2018,clear,,,,,,,,,,,,,,
1/15/2018,1/4 of sky,,,,,,,,,,,,,,
1/14/2018,1/2 of sky,,,,,,,,,,,,,,
1/9/2018,1/2 of sky,,,,,,,,,,,,,,
1/11/2018,clear,,,,,,,,,,,,,,
1/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/16/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/13/2018,1/2 of sky,,,,,,,,,,,,,,
1/16/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/6/2018,clear,,,,,,,,,,,,,,
1/6/2018,clear,,,,,,,,,,,,,,
1/7/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/7/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/8/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/8/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/8/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/12/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/13/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/14/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/16/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/16/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/16/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/16/2018,1/4 of sky,,,,,,,,,,,,,,
1/16/2018,1/4 of sky,,,,,,,,,,,,,,
1/16/2018,clear,,,,,,,,,,,,,,
1/14/2018,1/4 of sky,,,,,,,,,,,,,,
1/16/2018,clear,,,,,,,,,,,,,,
1/16/2018,1/2 of sky,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/16/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
12/16/2018,1/4 of sky,,,,,,,,,,,,,,
1/16/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/16/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/16/2018,clear,,,,,,,,,,,,,,
1/16/2018,1/4 of sky,,,,,,,,,,,,,,
1/10/2018,1/4 of sky,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/10/2018,1/4 of sky,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/16/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,1/4 of sky,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,1/4 of sky,,,,,,,,,,,,,,
1/13/2018,1/2 of sky,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,1/4 of sky,,,,,,,,,,,,,,
1/13/2018,1/4 of sky,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/14/2018,clear,,,,,,,,,,,,,,
1/14/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,1/2 of sky,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,1/4 of sky,,,,,,,,,,,,,,
1/13/2018,1/4 of sky,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/14/2018,1/2 of sky,,,,,,,,,,,,,,
1/16/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/13/2018,1/4 of sky,,,,,,,,,,,,,,
1/16/2018,clear,,,,,,,,,,,,,,
1/16/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/16/2018,1/4 of sky,,,,,,,,,,,,,,
1/16/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,1/4 of sky,,,,,,,,,,,,,,
1/17/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/16/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/18/2018,clear,,,,,,,,,,,,,,
1/15/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,1/4 of sky,,,,,,,,,,,,,,
1/14/2018,clear,,,,,,,,,,,,,,
1/13/2018,1/4 of sky,,,,,,,,,,,,,,
1/17/2018,clear,,,,,,,,,,,,,,
1/18/2018,clear,,,,,,,,,,,,,,
1/12/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,1/4 of sky,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/14/2018,clear,,,,,,,,,,,,,,
1/18/2018,1/4 of sky,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
1/18/2018,clear,,,,,,,,,,,,,,
1/12/2018,1/4 of sky,,,,,,,,,,,,,,
1/11/2018,clear,,,,,,,,,,,,,,
1/18/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/16/2018,1/2 of sky,,,,,,,,,,,,,,
1/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/14/2018,1/4 of sky,,,,,,,,,,,,,,
1/18/2018,clear,,,,,,,,,,,,,,
1/8/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,1/2 of sky,,,,,,,,,,,,,,
1/18/2018,clear,,,,,,,,,,,,,,
1/18/2018,1/4 of sky,,,,,,,,,,,,,,
1/18/2018,1/4 of sky,,,,,,,,,,,,,,
1/18/2018,1/4 of sky,,,,,,,,,,,,,,
1/18/2018,1/4 of sky,,,,,,,,,,,,,,
1/18/2018,1/4 of sky,,,,,,,,,,,,,,
1/18/2018,clear,,,,,,,,,,,,,,
1/18/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/18/2018,1/2 of sky,,,,,,,,,,,,,,
1/18/2018,1/4 of sky,,,,,,,,,,,,,,
1/18/2018,clear,,,,,,,,,,,,,,
1/14/2018,clear,,,,,,,,,,,,,,
1/14/2018,clear,,,,,,,,,,,,,,
1/14/2018,clear,,,,,,,,,,,,,,
1/19/2018,clear,,,,,,,,,,,,,,
1/17/2018,clear,,,,,,,,,,,,,,
1/15/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/19/2018,clear,,,,,,,,,,,,,,
1/19/2018,clear,,,,,,,,,,,,,,
1/19/2018,clear,,,,,,,,,,,,,,
1/19/2018,clear,,,,,,,,,,,,,,
1/19/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,1/2 of sky,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/19/2018,clear,,,,,,,,,,,,,,
1/20/2018,clear,,,,,,,,,,,,,,
1/20/2018,clear,,,,,,,,,,,,,,
1/20/2018,clear,,,,,,,,,,,,,,
1/20/2018,clear,,,,,,,,,,,,,,
1/20/2018,clear,,,,,,,,,,,,,,
1/20/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/20/2018,1/4 of sky,,,,,,,,,,,,,,
1/20/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/20/2018,1/2 of sky,,,,,,,,,,,,,,
1/14/2018,clear,,,,,,,,,,,,,,
1/20/2018,clear,,,,,,,,,,,,,,
1/20/2018,1/4 of sky,,,,,,,,,,,,,,
1/20/2018,1/4 of sky,,,,,,,,,,,,,,
1/20/2018,clear,,,,,,,,,,,,,,
1/20/2018,1/4 of sky,,,,,,,,,,,,,,
1/20/2018,clear,,,,,,,,,,,,,,
1/19/2018,1/4 of sky,,,,,,,,,,,,,,
1/21/2018,clear,,,,,,,,,,,,,,
1/21/2018,1/2 of sky,,,,,,,,,,,,,,
1/21/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/21/2018,clear,,,,,,,,,,,,,,
1/21/2018,1/4 of sky,,,,,,,,,,,,,,
1/14/2018,1/4 of sky,,,,,,,,,,,,,,
1/22/2018,clear,,,,,,,,,,,,,,
1/22/2018,clear,,,,,,,,,,,,,,
1/22/2018,clear,,,,,,,,,,,,,,
1/22/2018,clear,,,,,,,,,,,,,,
1/22/2018,clear,,,,,,,,,,,,,,
1/22/2018,1/2 of sky,,,,,,,,,,,,,,
1/19/2018,1/2 of sky,,,,,,,,,,,,,,
1/22/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/23/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/14/2018,clear,,,,,,,,,,,,,,
1/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/12/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/13/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/14/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/14/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,1/4 of sky,,,,,,,,,,,,,,
1/14/2018,clear,,,,,,,,,,,,,,
1/15/2018,clear,,,,,,,,,,,,,,
1/13/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/12/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/14/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,1/4 of sky,,,,,,,,,,,,,,
1/23/2018,1/2 of sky,,,,,,,,,,,,,,
1/23/2018,1/4 of sky,,,,,,,,,,,,,,
1/21/2018,1/4 of sky,,,,,,,,,,,,,,
1/22/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/23/2018,1/4 of sky,,,,,,,,,,,,,,
1/24/2018,clear,,,,,,,,,,,,,,
1/24/2018,clear,,,,,,,,,,,,,,
1/8/2018,clear,,,,,,,,,,,,,,
1/20/2018,1/4 of sky,,,,,,,,,,,,,,
1/11/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,1/2 of sky,,,,,,,,,,,,,,
1/22/2018,clear,,,,,,,,,,,,,,
1/23/2018,1/2 of sky,,,,,,,,,,,,,,
1/9/2018,clear,,,,,,,,,,,,,,
12/30/2018,1/4 of sky,,,,,,,,,,,,,,
1/24/2018,1/4 of sky,,,,,,,,,,,,,,
1/24/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/6/2018,1/4 of sky,,,,,,,,,,,,,,
1/12/2018,1/4 of sky,,,,,,,,,,,,,,
1/22/2018,clear,,,,,,,,,,,,,,
1/21/2018,clear,,,,,,,,,,,,,,
1/13/2018,1/4 of sky,,,,,,,,,,,,,,
1/23/2018,clear,,,,,,,,,,,,,,
1/21/2018,clear,,,,,,,,,,,,,,
1/22/2018,1/4 of sky,,,,,,,,,,,,,,
1/14/2018,1/4 of sky,,,,,,,,,,,,,,
1/22/2018,1/2 of sky,,,,,,,,,,,,,,
1/11/2018,clear,,,,,,,,,,,,,,
1/24/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/24/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/12/2018,clear,,,,,,,,,,,,,,
1/24/2018,1/2 of sky,,,,,,,,,,,,,,
1/25/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/25/2018,1/4 of sky,,,,,,,,,,,,,,
1/25/2018,1/4 of sky,,,,,,,,,,,,,,
1/25/2018,1/4 of sky,,,,,,,,,,,,,,
1/25/2018,clear,,,,,,,,,,,,,,
1/25/2018,clear,,,,,,,,,,,,,,
1/26/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/11/2018,1/2 of sky,,,,,,,,,,,,,,
1/14/2018,1/4 of sky,,,,,,,,,,,,,,
1/14/2018,1/4 of sky,,,,,,,,,,,,,,
1/26/2018,clear,,,,,,,,,,,,,,
1/26/2018,clear,,,,,,,,,,,,,,
1/26/2018,clear,,,,,,,,,,,,,,
1/14/2018,1/4 of sky,,,,,,,,,,,,,,
1/18/2018,clear,,,,,,,,,,,,,,
1/18/2018,clear,,,,,,,,,,,,,,
1/18/2018,clear,,,,,,,,,,,,,,
1/27/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/28/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/17/2018,1/2 of sky,,,,,,,,,,,,,,
1/19/2018,1/4 of sky,,,,,,,,,,,,,,
1/15/2018,1/2 of sky,,,,,,,,,,,,,,
1/18/2018,1/2 of sky,,,,,,,,,,,,,,
1/22/2018,1/2 of sky,,,,,,,,,,,,,,
1/16/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/21/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/18/2018,1/4 of sky,,,,,,,,,,,,,,
1/18/2018,1/2 of sky,,,,,,,,,,,,,,
1/20/2018,clear,,,,,,,,,,,,,,
1/28/2018,1/4 of sky,,,,,,,,,,,,,,
1/25/2018,1/4 of sky,,,,,,,,,,,,,,
1/28/2018,clear,,,,,,,,,,,,,,
1/29/2018,1/2 of sky,,,,,,,,,,,,,,
1/29/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/28/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/27/2018,over 1/2 of sky,,,,,,,,,,,,,,
1/13/2018,1/4 of sky,,,,,,,,,,,,,,
1/29/2018,1/4 of sky,,,,,,,,,,,,,,
1/29/2018,clear,,,,,,,,,,,,,,
1/30/2018,clear,,,,,,,,,,,,,,
1/30/2018,clear,,,,,,,,,,,,,,
1/30/2018,1/4 of sky,,,,,,,,,,,,,,
1/10/2018,clear,,,,,,,,,,,,,,
1/31/2018,clear,,,,,,,,,,,,,,
1/31/2018,clear,,,,,,,,,,,,,,
1/31/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/17/2018,1/2 of sky,,,,,,,,,,,,,,
2/1/2018,1/4 of sky,,,,,,,,,,,,,,
2/2/2018,clear,,,,,,,,,,,,,,
2/2/2018,clear,,,,,,,,,,,,,,
2/2/2018,1/4 of sky,,,,,,,,,,,,,,
2/2/2018,clear,,,,,,,,,,,,,,
2/2/2018,clear,,,,,,,,,,,,,,
2/2/2018,1/4 of sky,,,,,,,,,,,,,,
2/2/2018,clear,,,,,,,,,,,,,,
2/3/2018,clear,,,,,,,,,,,,,,
2/3/2018,clear,,,,,,,,,,,,,,
2/3/2018,1/4 of sky,,,,,,,,,,,,,,
2/4/2018,clear,,,,,,,,,,,,,,
2/4/2018,clear,,,,,,,,,,,,,,
2/3/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/3/2018,clear,,,,,,,,,,,,,,
2/3/2018,1/4 of sky,,,,,,,,,,,,,,
2/4/2018,clear,,,,,,,,,,,,,,
2/4/2018,clear,,,,,,,,,,,,,,
2/5/2018,1/4 of sky,,,,,,,,,,,,,,
2/6/2018,1/4 of sky,,,,,,,,,,,,,,
2/4/2018,clear,,,,,,,,,,,,,,
2/5/2018,1/4 of sky,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,1/4 of sky,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,1/4 of sky,,,,,,,,,,,,,,
2/5/2018,1/4 of sky,,,,,,,,,,,,,,
1/30/2018,1/4 of sky,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,1/4 of sky,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,1/4 of sky,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,1/2 of sky,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,1/4 of sky,,,,,,,,,,,,,,
2/5/2018,1/2 of sky,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/6/2018,clear,,,,,,,,,,,,,,
2/6/2018,clear,,,,,,,,,,,,,,
2/6/2018,clear,,,,,,,,,,,,,,
2/6/2018,clear,,,,,,,,,,,,,,
2/6/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/6/2018,clear,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/6/2018,1/2 of sky,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/6/2018,1/2 of sky,,,,,,,,,,,,,,
2/6/2018,1/2 of sky,,,,,,,,,,,,,,
2/6/2018,1/4 of sky,,,,,,,,,,,,,,
2/6/2018,clear,,,,,,,,,,,,,,
2/6/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/6/2018,clear,,,,,,,,,,,,,,
2/6/2018,1/4 of sky,,,,,,,,,,,,,,
2/5/2018,clear,,,,,,,,,,,,,,
2/6/2018,1/4 of sky,,,,,,,,,,,,,,
2/6/2018,clear,,,,,,,,,,,,,,
2/6/2018,1/2 of sky,,,,,,,,,,,,,,
2/6/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/6/2018,clear,,,,,,,,,,,,,,
2/7/2018,1/2 of sky,,,,,,,,,,,,,,
2/6/2018,clear,,,,,,,,,,,,,,
2/6/2018,clear,,,,,,,,,,,,,,
2/6/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/6/2018,1/2 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
1/31/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/6/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/5/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/4/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/7/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/7/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/6/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/5/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/7/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,clear,,,,,,,,,,,,,,
2/7/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/7/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/2 of sky,,,,,,,,,,,,,,
2/8/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/7/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/7/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/8/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/8/2018,1/2 of sky,,,,,,,,,,,,,,
2/8/2018,1/2 of sky,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,over 1/2 of sky,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,1/4 of sky,,,,,,,,,,,,,,
2/8/2018,1/2 of sky,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/9/2018,clear,,,,,,,,,,,,,,
2/9/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,1/4 of sky,,,,,,,,,,,,,,
2/8/2018,1/4 of sky,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,1/4 of sky,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,1/4 of sky,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,1/4 of sky,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/9/2018,clear,,,,,,,,,,,,,,
2/9/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/7/2018,1/4 of sky,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/8/2018,clear,,,,,,,,,,,,,,
2/9/2018,clear,,,,,,,,,,,,,,
